Genre,Total movies with this genre,Title,Year,Length,Rating
history,8852,Tombstone,1993,7.8,130
history,8852,Caligola,1979,5.3,156
history,8852,The Revenant,2015,8.0,156
history,8852,Hidden Figures,2016,7.8,127
history,8852,13 Hours,2016,7.3,144
history,8852,12 Years a Slave,2013,8.1,134
history,8852,Kingdom of Heaven,2005,7.2,144
history,8852,Corsage,2022,7.1,113
history,8852,The Patriot,2000,7.2,165
history,8852,Lo imposible,2012,7.5,114
history,8852,21,2008,6.8,123
history,8852,47 Ronin,2013,6.2,128
history,8852,The King's Speech,2010,8.0,118
history,8852,Der Untergang,2004,8.2,156
history,8852,The Favourite,2018,7.5,119
history,8852,The Last of the Mohicans,1992,7.7,112
history,8852,Pearl Harbor,2001,6.2,183
history,8852,Foxcatcher,2014,7.0,134
history,8852,Empire of the Sun,1987,7.7,153
history,8852,The Thin Red Line,1998,7.6,170
history,8852,Midway,2019,6.7,138
history,8852,Se, jie,2007,7.5,157
history,8852,Greyhound,2020,7.0,91
history,8852,Apollo 13,1995,7.7,140
horror,35974,Barbarian,2022,7.2,102
horror,35974,Terrifier 2,2022,6.4,138
horror,35974,Halloween Ends,2022,5.0,111
horror,35974,Terrifier,2016,5.6,85
horror,35974,Pearl,2022,7.1,103
horror,35974,Smile,2022,6.8,115
horror,35974,X,2022,6.6,105
horror,35974,Hocus Pocus,1993,6.9,96
horror,35974,Hellraiser,2022,6.0,121
horror,35974,Nope,2022,6.9,130
horror,35974,Halloween,1978,7.7,91
horror,35974,Prey for the Devil,2022,5.2,93
horror,35974,The Curse of Bridge Hollow,2022,5.6,89
horror,35974,The Menu,2022,7.5,106
horror,35974,The Black Phone,2021,6.9,103
horror,35974,Mr. Harrigan's Phone,2022,6.0,104
horror,35974,Watcher,2022,6.3,91
horror,35974,Midsommar,2019,7.1,148
horror,35974,American Psycho,2000,7.6,102
horror,35974,Hellraiser,1987,6.9,94
horror,35974,Jaula,2022,6.0,106
horror,35974,V/H/S/99,2022,5.1,109
horror,35974,Halloween,2018,6.5,106
horror,35974,It,2017,7.3,135
horror,35974,Bodies Bodies Bodies,2022,6.3,94
horror,35974,Scream,2022,6.3,114
horror,35974,The Rocky Horror Picture Show,1975,7.4,100
horror,35974,Scream,1996,7.4,111
horror,35974,Matriarch,2022,4.4,85
horror,35974,Halloween Kills,2021,5.5,105
horror,35974,A Nightmare on Elm Street,1984,7.4,91
horror,35974,The VVitch: A New-England Folktale,2015,6.9,92
horror,35974,Friday the 13th,1980,6.4,95
horror,35974,Prey,2022,7.2,99
horror,35974,The Munsters,2022,4.6,109
horror,35974,The Shining,1980,8.4,146
horror,35974,Wendell & Wild,2022,6.6,105
horror,35974,Jeepers Creepers: Reborn,2022,2.5,88
horror,35974,Trick 'r Treat,2007,6.7,82
horror,35974,Grimcutty,2022,4.3,101
horror,35974,Hellhole,2022,5.6,91
horror,35974,Hereditary,2018,7.3,127
horror,35974,Poltergeist,1982,7.3,114
horror,35974,The Lair,2022,4.6,96
horror,35974,The Invitation,2022,5.2,105
horror,35974,All Hallows' Eve,2013,5.1,83
horror,35974,Slayers,2022,3.0,88
horror,35974,The Conjuring,2013,7.5,112
horror,35974,The Exorcist,1973,8.1,122
music,7516,Tár,2022,8.2,158
music,7516,Elvis,2022,7.4,159
music,7516,Weird: The Al Yankovic Story,2022,7.3,108
music,7516,Entergalactic,2022,7.4,93
music,7516,Whiplash,2014,8.5,106
music,7516,Coco,2017,8.4,105
music,7516,CODA,2021,8.0,111
music,7516,Purple Hearts,2022,6.7,122
music,7516,Pitch Perfect,2012,7.1,112
music,7516,Green Book,2018,8.2,130
music,7516,I Used to Be Famous,2022,6.6,104
music,7516,Amadeus,1984,8.4,160
music,7516,La La Land,2016,8.0,128
music,7516,Bohemian Rhapsody,2018,7.9,134
music,7516,The Pianist,2002,8.5,150
music,7516,Footloose,1984,6.6,107
music,7516,Studio 666,2022,5.7,106
music,7516,Coyote Ugly,2000,5.7,100
music,7516,Baby Driver,2017,7.6,113
music,7516,Almost Famous,2000,7.9,122
music,7516,The Blues Brothers,1980,7.9,133
music,7516,Dirty Dancing,1987,7.0,100
music,7516,Great Balls of Fire!,1989,6.3,108
music,7516,8 Mile,2002,7.2,110
music,7516,O Brother, Where Art Thou?,2000,7.7,107
music,7516,Sound of Metal,2019,7.7,120
music,7516,Torn Hearts,2022,5.2,97
music,7516,Green Room,2015,7.0,95
music,7516,A Star Is Born,2018,7.6,136
music,7516,Climax,2018,6.9,97
music,7516,Footloose,2011,5.8,113
music,7516,School of Rock,2003,7.2,109
music,7516,Taurus,2022,5.0,98
music,7516,9 Songs,2004,4.8,71
music,7516,Marry Me,2022,6.1,112
music,7516,Soul,2020,8.0,100
music,7516,Dirty Dancing: Havana Nights,2004,5.9,86
music,7516,Some Like It Hot,1959,8.2,121
music,7516,Trick or Treat,1986,5.8,98
music,7516,Metal Lords,2022,6.7,97
music,7516,Wayne's World,1992,7.0,94
music,7516,La pianiste,2001,7.5,131
music,7516,Saturday Night Fever,1977,6.8,118
music,7516,The Wedding Singer,1998,6.9,97
music,7516,Sister Act,1992,6.5,100
music,7516,Bill & Ted Face the Music,2020,5.9,91
music,7516,The Dirt,2019,7.0,107
music,7516,Pitch Perfect 2,2015,6.4,115
music,7516,Yesterday,2019,6.8,116
musical,10594,The Nightmare Before Christmas,1993,7.9,76
musical,10594,Lyle, Lyle, Crocodile,2022,6.3,106
musical,10594,The Rocky Horror Picture Show,1975,7.4,100
musical,10594,Sing 2,2021,7.4,110
musical,10594,Pinocchio,2022,7.8,117
musical,10594,Pinocchio,2022,5.1,105
musical,10594,Corpse Bride,2005,7.3,77
musical,10594,Sing,2016,7.1,108
musical,10594,Little Shop of Horrors,1986,7.1,94
musical,10594,Roald Dahl's Matilda the Musical,2022,6.0,117
musical,10594,Encanto,2021,7.2,102
musical,10594,The Greatest Showman,2017,7.5,105
musical,10594,Grease,1978,7.2,110
musical,10594,Labyrinth,1986,7.3,101
musical,10594,The Lion King,1994,8.5,88
musical,10594,Charlie and the Chocolate Factory,2005,6.7,115
musical,10594,The Wizard of Oz,1939,8.1,102
musical,10594,Beauty and the Beast,2017,7.1,129
musical,10594,Les Misérables,2012,7.5,158
musical,10594,Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,116
musical,10594,Hamilton,2020,8.4,160
musical,10594,The Ballad of Buster Scruggs,2018,7.3,133
musical,10594,La La Land,2016,8.0,128
musical,10594,Frozen,2013,7.4,102
musical,10594,The Phantom of the Opera,2004,7.2,143
musical,10594,Moana,2016,7.6,107
musical,10594,Annie,1982,6.6,126
musical,10594,The Blues Brothers,1980,7.9,133
musical,10594,West Side Story,2021,7.2,156
musical,10594,Aladdin,2019,6.9,128
musical,10594,Hercules,1997,7.3,93
musical,10594,Willy Wonka & the Chocolate Factory,1971,7.8,100
musical,10594,A Goofy Movie,1995,6.9,78
musical,10594,The Lion King,2019,6.8,118
musical,10594,The Sound of Music,1965,8.1,172
musical,10594,The Book of Life,2014,7.2,95
musical,10594,Tangled,2010,7.7,100
musical,10594,Beauty and the Beast,1991,8.0,84
musical,10594,Mary Poppins,1964,7.8,139
musical,10594,Moulin Rouge!,2001,7.6,127
musical,10594,Enchanted,2007,7.1,107
musical,10594,The Little Mermaid,1989,7.6,83
musical,10594,Into the Woods,2014,5.9,125
musical,10594,Aladdin,1992,8.0,90
mystery,18304,X,2022,6.6,105
mystery,18304,Luckiest Girl Alive,2022,6.4,113
mystery,18304,Hellraiser,2022,6.0,121
mystery,18304,Amsterdam,2022,6.2,134
mystery,18304,Nope,2022,6.9,130
mystery,18304,Where the Crawdads Sing,2022,7.1,125
mystery,18304,Mr. Harrigan's Phone,2022,6.0,104
mystery,18304,Midsommar,2019,7.1,148
mystery,18304,Glass Onion: A Knives Out Mystery,2022,8.1,139
mystery,18304,Jaula,2022,6.0,106
mystery,18304,Scream,2022,6.3,114
mystery,18304,Scream,1996,7.4,111
mystery,18304,The VVitch: A New-England Folktale,2015,6.9,92
mystery,18304,Heojil kyolshim,2022,7.3,139
mystery,18304,Friday the 13th,1980,6.4,95
mystery,18304,Jeepers Creepers: Reborn,2022,2.5,88
mystery,18304,Grimcutty,2022,4.3,101
mystery,18304,Lou,2022,6.1,107
mystery,18304,Hereditary,2018,7.3,127
mystery,18304,Hubie Halloween,2020,5.2,103
mystery,18304,Knives Out,2019,7.9,130
mystery,18304,The Conjuring,2013,7.5,112
mystery,18304,Sleepy Hollow,1999,7.3,105
mystery,18304,Last Seen Alive,2022,5.6,95
mystery,18304,Enola Holmes 2,2022,6.9,129
mystery,18304,The Thing,1982,8.2,109
mystery,18304,Get Out,2017,7.7,104
mystery,18304,Last Night in Soho,2021,7.1,116
mystery,18304,See How They Run,2022,6.6,98
mystery,18304,Friday the 13th,2009,5.5,97
mystery,18304,Significant Other,2022,5.7,84
mystery,18304,Orphan: First Kill,2022,5.9,99
mystery,18304,Suspiria,2018,6.7,152
mystery,18304,Se7en,1995,8.6,127
mystery,18304,Scooby-Doo,2002,5.2,89
mystery,18304,Eyes Wide Shut,1999,7.5,159
mystery,18304,Terror Train,2022,4.3,90
mystery,18304,The Little Things,2021,6.3,128
mystery,18304,Death on the Nile,2022,6.3,127
mystery,18304,Enola Holmes,2020,6.6,123
mystery,18304,Blade Runner 2049,2017,8.0,164
mystery,18304,It Follows,2014,6.8,100
mystery,18304,Halloween III: Season of the Witch,1982,5.1,98
mystery,18304,Shutter Island,2010,8.2,138
mystery,18304,Carrie,1976,7.4,98
mystery,18304,Jeepers Creepers,2001,6.2,90
mystery,18304,The Ring,2002,7.1,115
romance,51002,Ticket to Paradise,2022,6.2,104
romance,51002,Blonde,2022,5.5,167
romance,51002,Thor: Love and Thunder,2022,6.4,118
romance,51002,Bros,2022,6.4,115
romance,51002,Rosaline,2022,6.4,95
romance,51002,The Lost City,2022,6.1,112
romance,51002,Heojil kyolshim,2022,7.3,139
romance,51002,My Policeman,2022,6.6,113
romance,51002,20th Century Girl,2022,7.3,119
romance,51002,Practical Magic,1998,6.2,104
romance,51002,Dracula,1992,7.4,128
romance,51002,Bones and All,2022,7.0,130
romance,51002,Licorice Pizza,2021,7.2,133
romance,51002,Edward Scissorhands,1990,7.9,105
romance,51002,Forrest Gump,1994,8.8,142
romance,51002,Titanic,1997,7.9,194
romance,51002,After Ever Happy,2022,4.5,119
romance,51002,Corpse Bride,2005,7.3,77
romance,51002,Entergalactic,2022,7.4,93
romance,51002,Little Shop of Horrors,1986,7.1,94
romance,51002,Stars at Noon,2022,5.4,135
romance,51002,365 dni,2020,3.3,114
romance,51002,Fifty Shades of Grey,2015,4.1,125
romance,51002,10 Things I Hate About You,1999,7.3,97
romance,51002,Laal Singh Chaddha,2022,5.4,159
romance,51002,Clueless,1995,6.9,97
romance,51002,Call Me by Your Name,2017,7.8,132
romance,51002,Little Women,2019,7.8,135
romance,51002,Three Thousand Years of Longing,2022,6.7,108
romance,51002,Ah-ga-ssi,2016,8.1,145
romance,51002,This Is 40,2012,6.2,134
romance,51002,Sita Ramam,2022,8.5,163
romance,51002,Eternal Sunshine of the Spotless Mind,2004,8.3,108
romance,51002,Twilight,2008,5.3,122
romance,51002,The Princess Bride,1987,8.0,98
romance,51002,After,2019,5.3,105
romance,51002,Verdens verste menneske,2021,7.8,128
romance,51002,The Dreamers,2003,7.1,115
romance,51002,Good Will Hunting,1997,8.3,126
romance,51002,Love Actually,2003,7.6,135
romance,51002,About Time,2013,7.8,123
romance,51002,Låt den rätte komma in,2008,7.9,114
romance,51002,Grease,1978,7.2,110
romance,51002,Love,2015,6.1,135
romance,51002,The Notebook,2004,7.8,123
romance,51002,The Blue Lagoon,1980,5.8,104
sci-fi,16281,Black Adam,2022,7.1,125
sci-fi,16281,Nope,2022,6.9,130
sci-fi,16281,Everything Everywhere All at Once,2022,8.1,139
sci-fi,16281,Thor: Love and Thunder,2022,6.4,118
sci-fi,16281,Interstellar,2014,8.6,169
sci-fi,16281,Prey,2022,7.2,99
sci-fi,16281,Jurassic World: Dominion,2022,5.7,147
sci-fi,16281,The Munsters,2022,4.6,109
sci-fi,16281,Spider-Man: No Way Home,2021,8.3,148
sci-fi,16281,DC League of Super-Pets,2022,7.3,105
sci-fi,16281,Ghostbusters,1984,7.8,105
sci-fi,16281,Dune: Part One,2021,8.0,155
sci-fi,16281,Avengers: Endgame,2019,8.4,181
sci-fi,16281,Rogue One,2016,7.8,133
sci-fi,16281,Ghostbusters: Afterlife,2021,7.1,124
sci-fi,16281,Avatar,2009,7.8,162
sci-fi,16281,Doctor Strange in the Multiverse of Madness,2022,6.9,126
sci-fi,16281,Black Panther,2018,7.3,134
sci-fi,16281,The Thing,1982,8.2,109
sci-fi,16281,Back to the Future,1985,8.5,116
sci-fi,16281,Inception,2010,8.8,148
sci-fi,16281,Morbius,2022,5.2,104
sci-fi,16281,Significant Other,2022,5.7,84
sci-fi,16281,The Suicide Squad,2021,7.2,132
sci-fi,16281,The Mist,2007,7.1,126
sci-fi,16281,Blade Runner 2049,2017,8.0,164
sci-fi,16281,Zack Snyder's Justice League,2021,8.0,242
sci-fi,16281,Vesper,2022,6.0,114
sci-fi,16281,Bride of Frankenstein,1935,7.8,75
sci-fi,16281,Man of Steel,2013,7.1,143
sci-fi,16281,The Hunger Games,2012,7.2,142
sci-fi,16281,Tenet,2020,7.3,150
sci-fi,16281,Halloween III: Season of the Witch,1982,5.1,98
sci-fi,16281,Alien,1979,8.5,117
sci-fi,16281,Titane,2021,6.6,108
sci-fi,16281,Jurassic Park,1993,8.2,127
sci-fi,16281,Samaritan,2022,5.7,102
sci-fi,16281,A Clockwork Orange,1971,8.3,136
sci-fi,16281,The Matrix,1999,8.7,136
sci-fi,16281,Ready Player One,2018,7.4,140
sci-fi,16281,Minions: The Rise of Gru,2022,6.6,87
sci-fi,16281,Eternals,2021,6.3,156
sci-fi,16281,Moonfall,2022,5.1,130
sci-fi,16281,Ant-Man,2015,7.3,117
short-film,499375,Black Adam,2022,7.1,125
short-film,499375,Barbarian,2022,7.2,102
short-film,499375,Terrifier 2,2022,6.4,138
short-film,499375,The School for Good and Evil,2022,5.8,147
short-film,499375,The Good Nurse,2022,6.9,121
short-film,499375,The Stranger,2022,6.6,117
short-film,499375,Don't Worry Darling,2022,6.2,123
short-film,499375,Halloween Ends,2022,5.0,111
short-film,499375,Kantara,2022,9.1,148
short-film,499375,Terrifier,2016,5.6,85
short-film,499375,Im Westen nichts Neues,2022,7.9,148
short-film,499375,Pearl,2022,7.1,103
short-film,499375,Ticket to Paradise,2022,6.2,104
short-film,499375,Smile,2022,6.8,115
short-film,499375,X,2022,6.6,105
short-film,499375,Bullet Train,2022,7.3,127
short-film,499375,The Banshees of Inisherin,2022,8.2,109
short-film,499375,Hocus Pocus,1993,6.9,96
short-film,499375,Luckiest Girl Alive,2022,6.4,113
short-film,499375,Hocus Pocus 2,2022,6.0,103
short-film,499375,Triangle of Sadness,2022,7.9,147
short-film,499375,Top Gun: Maverick,2022,8.4,130
short-film,499375,Hellraiser,2022,6.0,121
short-film,499375,Amsterdam,2022,6.2,134
short-film,499375,Tár,2022,8.2,158
short-film,499375,Nope,2022,6.9,130
short-film,499375,Halloween,1978,7.7,91
short-film,499375,Everything Everywhere All at Once,2022,8.1,139
short-film,499375,Fall,2022,6.4,107
short-film,499375,Prey for the Devil,2022,5.2,93
short-film,499375,The Northman,2022,7.1,137
short-film,499375,Raymond & Ray,2022,6.2,105
short-film,499375,The Curse of Bridge Hollow,2022,5.6,89
short-film,499375,Blonde,2022,5.5,167
short-film,499375,Thor: Love and Thunder,2022,6.4,118
short-film,499375,Beetle Juice,1988,7.5,92
short-film,499375,Bros,2022,6.4,115
short-film,499375,The Menu,2022,7.5,106
short-film,499375,The Woman King,2022,6.7,135
short-film,499375,The Black Phone,2021,6.9,103
short-film,499375,The Batman,2022,7.9,176
short-film,499375,Where the Crawdads Sing,2022,7.1,125
short-film,499375,Mr. Harrigan's Phone,2022,6.0,104
short-film,499375,Top Gun,1986,6.9,110
short-film,499375,Elvis,2022,7.4,159
sport,5191,Hustle,2022,7.3,117
sport,5191,Ford v Ferrari,2019,8.1,152
sport,5191,The Karate Kid,1984,7.3,126
sport,5191,Cars,2006,7.2,117
sport,5191,A League of Their Own,1992,7.3,128
sport,5191,Happy Gilmore,1996,7.0,92
sport,5191,Rocky,1976,8.1,120
sport,5191,The Blind Side,2009,7.6,129
sport,5191,Creed,2015,7.6,133
sport,5191,Warrior,2011,8.2,140
sport,5191,Dodgeball: A True Underdog Story,2004,6.7,92
sport,5191,The Sandlot,1993,7.8,101
sport,5191,17 Again,2009,6.4,102
sport,5191,The Waterboy,1998,6.1,90
sport,5191,Ski Patrol,1990,5.1,91
sport,5191,Creed II,2018,7.1,130
sport,5191,Bring It On,2000,6.1,98
sport,5191,Rush,2013,8.1,123
sport,5191,Molly's Game,2017,7.4,140
sport,5191,King Richard,2021,7.5,144
sport,5191,Moneyball,2011,7.6,133
sport,5191,Fighting with My Family,2019,7.1,108
sport,5191,Remember the Titans,2000,7.8,113
sport,5191,Foxcatcher,2014,7.0,134
sport,5191,Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,108
sport,5191,The Mighty Ducks,1992,6.5,104
sport,5191,The Fighter,2010,7.8,116
sport,5191,In from the Side,2022,8.0,134
sport,5191,Jerry Maguire,1996,7.3,139
sport,5191,Nacho Libre,2006,5.8,92
sport,5191,Sous emprise,2022,5.8,118
sport,5191,She's the Man,2006,6.3,105
sport,5191,The Karate Kid Part III,1989,5.3,112
sport,5191,Major League,1989,7.2,107
sport,5191,Million Dollar Baby,2004,8.1,132
sport,5191,Liger,2022,2.9,140
sport,5191,Space Jam: A New Legacy,2021,4.5,115
sport,5191,Any Given Sunday,1999,6.9,162
sport,5191,I, Tonya,2017,7.5,119
sport,5191,Southpaw,2015,7.3,124
sport,5191,Unbroken,2014,7.2,137
sport,5191,American Underdog,2021,7.1,112
sport,5191,Caddyshack,1980,7.2,98
sport,5191,Never Back Down,2008,6.5,113
sport,5191,Raging Bull,1980,8.2,129
sport,5191,The Bad News Bears,1976,7.3,102
sport,5191,The Karate Kid,2010,6.2,140
sport,5191,Rudy,1993,7.5,114
superhero,499375,Black Adam,2022,7.1,125
superhero,499375,Barbarian,2022,7.2,102
superhero,499375,Terrifier 2,2022,6.4,138
superhero,499375,The School for Good and Evil,2022,5.8,147
superhero,499375,The Good Nurse,2022,6.9,121
superhero,499375,The Stranger,2022,6.6,117
superhero,499375,Don't Worry Darling,2022,6.2,123
superhero,499375,Halloween Ends,2022,5.0,111
superhero,499375,Kantara,2022,9.1,148
superhero,499375,Terrifier,2016,5.6,85
superhero,499375,Im Westen nichts Neues,2022,7.9,148
superhero,499375,Pearl,2022,7.1,103
superhero,499375,Ticket to Paradise,2022,6.2,104
superhero,499375,Smile,2022,6.8,115
superhero,499375,X,2022,6.6,105
superhero,499375,Bullet Train,2022,7.3,127
superhero,499375,The Banshees of Inisherin,2022,8.2,109
superhero,499375,Hocus Pocus,1993,6.9,96
superhero,499375,Luckiest Girl Alive,2022,6.4,113
superhero,499375,Hocus Pocus 2,2022,6.0,103
superhero,499375,Triangle of Sadness,2022,7.9,147
superhero,499375,Top Gun: Maverick,2022,8.4,130
superhero,499375,Hellraiser,2022,6.0,121
superhero,499375,Amsterdam,2022,6.2,134
superhero,499375,Tár,2022,8.2,158
superhero,499375,Nope,2022,6.9,130
superhero,499375,Halloween,1978,7.7,91
superhero,499375,Everything Everywhere All at Once,2022,8.1,139
superhero,499375,Fall,2022,6.4,107
superhero,499375,Prey for the Devil,2022,5.2,93
superhero,499375,The Northman,2022,7.1,137
superhero,499375,Raymond & Ray,2022,6.2,105
superhero,499375,The Curse of Bridge Hollow,2022,5.6,89
superhero,499375,Blonde,2022,5.5,167
superhero,499375,Thor: Love and Thunder,2022,6.4,118
superhero,499375,Beetle Juice,1988,7.5,92
superhero,499375,Bros,2022,6.4,115
superhero,499375,The Menu,2022,7.5,106
superhero,499375,The Woman King,2022,6.7,135
superhero,499375,The Black Phone,2021,6.9,103
superhero,499375,The Batman,2022,7.9,176
superhero,499375,Where the Crawdads Sing,2022,7.1,125
superhero,499375,Mr. Harrigan's Phone,2022,6.0,104
superhero,499375,Top Gun,1986,6.9,110
superhero,499375,Elvis,2022,7.4,159
thriller,52344,Barbarian,2022,7.2,102
thriller,52344,The Good Nurse,2022,6.9,121
thriller,52344,The Stranger,2022,6.6,117
thriller,52344,Don't Worry Darling,2022,6.2,123
thriller,52344,Halloween Ends,2022,5.0,111
thriller,52344,Kantara,2022,9.1,148
thriller,52344,Terrifier,2016,5.6,85
thriller,52344,X,2022,6.6,105
thriller,52344,Bullet Train,2022,7.3,127
thriller,52344,Luckiest Girl Alive,2022,6.4,113
thriller,52344,Hellraiser,2022,6.0,121
thriller,52344,Amsterdam,2022,6.2,134
thriller,52344,Nope,2022,6.9,130
thriller,52344,Halloween,1978,7.7,91
thriller,52344,Fall,2022,6.4,107
thriller,52344,Prey for the Devil,2022,5.2,93
thriller,52344,The Northman,2022,7.1,137
thriller,52344,The Menu,2022,7.5,106
thriller,52344,The Black Phone,2021,6.9,103
thriller,52344,The Batman,2022,7.9,176
thriller,52344,Where the Crawdads Sing,2022,7.1,125
thriller,52344,Watcher,2022,6.3,91
thriller,52344,Midsommar,2019,7.1,148
thriller,52344,Glass Onion: A Knives Out Mystery,2022,8.1,139
thriller,52344,Hellraiser,1987,6.9,94
thriller,52344,Jaula,2022,6.0,106
thriller,52344,Halloween,2018,6.5,106
thriller,52344,Bodies Bodies Bodies,2022,6.3,94
thriller,52344,Scream,2022,6.3,114
thriller,52344,Halloween Kills,2021,5.5,105
thriller,52344,The VVitch: A New-England Folktale,2015,6.9,92
thriller,52344,Heojil kyolshim,2022,7.3,139
thriller,52344,Friday the 13th,1980,6.4,95
thriller,52344,Prey,2022,7.2,99
thriller,52344,Jurassic World: Dominion,2022,5.7,147
thriller,52344,Jeepers Creepers: Reborn,2022,2.5,88
thriller,52344,Grimcutty,2022,4.3,101
thriller,52344,Lou,2022,6.1,107
thriller,52344,Hereditary,2018,7.3,127
thriller,52344,Detective Knight: Rogue,2022,3.5,105
thriller,52344,The Gray Man,2022,6.5,122
thriller,52344,Poltergeist,1982,7.3,114
thriller,52344,Joker,2019,8.4,122
thriller,52344,The Invitation,2022,5.2,105
thriller,52344,Knives Out,2019,7.9,130
thriller,52344,All Hallows' Eve,2013,5.1,83
thriller,52344,The Conjuring,2013,7.5,112
war,9796,Im Westen nichts Neues,2022,7.9,148
war,9796,The Greatest Beer Run Ever,2022,6.8,126
war,9796,Inglourious Basterds,2009,8.3,153
war,9796,Medieval,2022,5.9,126
war,9796,All Quiet on the Western Front,1930,8.1,152
war,9796,Brothers,2009,7.1,105
war,9796,1917,2019,8.2,119
war,9796,Pan's Labyrinth,2006,8.2,118
war,9796,Wonder Woman,2017,7.4,141
war,9796,Jojo Rabbit,2019,7.9,108
war,9796,Black Hawk Down,2001,7.7,144
war,9796,Malèna,2000,7.4,108
war,9796,Apocalypse Now,1979,8.5,147
war,9796,Braveheart,1995,8.4,178
war,9796,Saving Private Ryan,1998,8.6,169
war,9796,Hacksaw Ridge,2016,8.1,139
war,9796,The King,2019,7.3,140
war,9796,Operation Mincemeat,2021,6.6,128
war,9796,Dunkirk,2017,7.8,106
war,9796,La vita è bella,1997,8.6,116
war,9796,The Dirty Dozen,1967,7.7,150
war,9796,Full Metal Jacket,1987,8.3,116
war,9796,The Pianist,2002,8.5,150
war,9796,Zero Dark Thirty,2012,7.4,157
war,9796,The Courier,2020,7.1,112
war,9796,Idi i smotri,1985,8.4,142
war,9796,Devotion,2022,6.4,138
war,9796,Barry Lyndon,1975,8.1,185
war,9796,De slag om de Schelde,2020,7.1,124
war,9796,Fury,2014,7.5,134
war,9796,The Imitation Game,2014,8.0,114
war,9796,Atonement,2007,7.8,123
war,9796,Crimson Tide,1995,7.3,116
war,9796,13 Hours,2016,7.3,144
war,9796,Tropic Thunder,2008,7.0,107
war,9796,Kingdom of Heaven,2005,7.2,144
war,9796,Casablanca,1942,8.5,102
war,9796,Legends of the Fall,1994,7.5,133
war,9796,The Patriot,2000,7.2,165
war,9796,Platoon,1986,8.1,120
war,9796,American Sniper,2014,7.3,133
war,9796,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,8.4,95
war,9796,Hotaru no haka,1988,8.5,89
war,9796,Der Untergang,2004,8.2,156
war,9796,War Dogs,2016,7.1,114
war,9796,The Last of the Mohicans,1992,7.7,112
war,9796,Gone with the Wind,1939,8.2,238
war,9796,Darkest Hour,2017,7.4,125
western,9071,Django Unchained,2012,8.4,165
western,9071,Il buono, il brutto, il cattivo,1966,8.8,161
western,9071,The Ballad of Buster Scruggs,2018,7.3,133
western,9071,The Hateful Eight,2015,7.8,168
western,9071,Tombstone,1993,7.8,130
western,9071,City Slickers,1991,6.8,113
western,9071,The Power of the Dog,2021,6.8,126
western,9071,The Revenant,2015,8.0,156
western,9071,The Harder They Fall,2021,6.6,139
western,9071,The Devil's Rejects,2005,6.7,107
western,9071,Blazing Saddles,1974,7.7,93
western,9071,Legends of the Fall,1994,7.5,133
western,9071,Bone Tomahawk,2015,7.1,132
western,9071,Wind River,2017,7.7,107
western,9071,Hostiles,2017,7.2,134
western,9071,Once Upon a Time in the West,1968,8.5,165
western,9071,Unforgiven,1992,8.2,130
western,9071,Hell or High Water,2016,7.6,102
western,9071,Wyatt Earp,1994,6.7,191
western,9071,Cowboys & Aliens,2011,6.0,119
western,9071,True Grit,2010,7.6,110
western,9071,Old Henry,2021,7.2,99
western,9071,Dead for a Dollar,2022,5.2,107
western,9071,3:10 to Yuma,2007,7.7,122
western,9071,Almost Heroes,1998,5.7,90
western,9071,The Magnificent Seven,2016,6.8,132
western,9071,3:10 to Yuma,1957,7.6,92
western,9071,Back to the Future Part III,1990,7.4,118
western,9071,Terror on the Prairie,2022,5.5,107
western,9071,High Plains Drifter,1973,7.4,105
western,9071,Dances with Wolves,1990,8.0,181
western,9071,The Dark Tower,2017,5.6,95
western,9071,The Homesman,2014,6.6,122
western,9071,Westworld,1973,6.9,88
western,9071,Rango,2011,7.2,107
western,9071,Young Guns,1988,6.8,107
western,9071,Cry Macho,2021,5.7,104
western,9071,Butch Cassidy and the Sundance Kid,1969,8.0,110
western,9071,Silverado,1985,7.2,133
western,9071,The Longest Ride,2015,7.0,123
western,9071,The Mask of Zorro,1998,6.8,136
western,9071,The Assassination of Jesse James by the Coward Robert Ford,2007,7.5,160
western,9071,Per un pugno di dollari,1964,7.9,99
western,9071,Desperado,1995,7.1,104
western,9071,Maverick,1994,7.0,127
western,9071,Forsaken,2015,6.3,90
western,9071,News of the World,2020,6.8,118
